author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;underground;residential_complex
Гардтекс;developer;https://www.cian.ru/sale/flat/282397958/;Москва;sale;flat;6;9;5;179.0;1350000;241650000;Хамовники;Саввинская набережная;Киевская;SAVVIN RIVER RESIDENCE
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/280873944/;Москва;sale;flat;20;31;5;184.0;445652;82000000;Очаково-Матвеевское;Нежинская;Славянский бульвар;Кутузовская Ривьера
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/272800127/;Москва;sale;flat;3;5;5;195.1;763710;149000000;Басманный;переулок Огородная Слобода;Сретенский бульвар;
Гардтекс;developer;https://www.cian.ru/sale/flat/282397961/;Москва;sale;flat;2;9;5;258.5;1449719;374752500;Хамовники;Саввинская набережная;Киевская;SAVVIN RIVER RESIDENCE
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/282958995/;Москва;sale;flat;4;10;5;198.8;792253;157500000;Тверской;Фадеева;Новослободская;Итальянский Квартал
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/284436085/;Москва;sale;flat;2;5;5;172.0;800000;137600000;Хамовники;Нащокинский переулок;Кропоткинская;
Delight  Realty;real_estate_agent;https://www.cian.ru/sale/flat/285159385/;Москва;sale;flat;4;5;5;136.6;1281112;175000000;Арбат;переулок Романов;Александровский сад;
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/281686982/;Москва;sale;flat;2;6;5;137.1;1681400;230520000;Басманный;Потаповский переулок;Чистые пруды;Чистые Пруды
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/283404483/;Москва;sale;flat;5;17;5;212.4;400188;85000000;Арбат;Новый Арбат;Смоленская;
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/279726677/;Москва;sale;flat;19;41;5;161.0;807453;130000000;Хорошевский;Ленинградский проспект;ЦСКА;Прайм Парк
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/277901419/;Москва;sale;flat;9;10;5;320.0;1791747;573359250;Хамовники;Усачева;Фрунзенская;Фьюжн парк
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/283449409/;Москва;sale;flat;2;6;5;192.3;572022;110000000;Тверской;Дегтярный переулок;Маяковская;
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/280615771/;Москва;sale;flat;19;21;5;203.0;985221;200000000;Пресненский;2-я Звенигородская;Баррикадная;Lucky
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/283863021/;Москва;sale;flat;2;5;5;140.0;692857;97000000;Пресненский;Большая Садовая;Маяковская;
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/269936717/;Москва;sale;flat;13;13;5;203.23;888599;180590000;Раменки;;Минская;Вест Гарден ЖК
TROIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/275041163/;Москва;sale;flat;22;22;5;279.14;450000;125613000;Фили-Давыдково;Малая Филевская;Пионерская;Суворов Парк
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/201467997/;Москва;sale;flat;36;39;5;440.0;226136;99500000;Тропарево-Никулино;проспект Вернадского;Тропарево;Миракс Парк
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/280292485/;Москва;sale;flat;7;8;5;457.5;1670992;764479000;Тверской;переулок Брюсов;Тверская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/284501010/;Москва;sale;flat;2;5;5;140.0;692857;97000000;Пресненский;Большая Садовая;Маяковская;
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/274478294/;Москва;sale;flat;29;31;5;290.0;579949;168185380;Очаково-Матвеевское;Нежинская;Славянский бульвар;Кутузовская Ривьера
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/281336701/;Москва;sale;flat;21;25;5;176.0;653409;115000000;Аэропорт;Ленинградский проспект;Динамо;ВТБ Арена парк
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/274308723/;Москва;sale;flat;16;27;5;180.0;888888;160000000;Беговой;Верхняя;Белорусская;Суббота
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/282956427/;Москва;sale;flat;15;26;5;209.0;478000;99902000;Кунцево;Рублевское шоссе;Молодежная;Vander Park
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/285036306/;Москва;sale;flat;3;6;5;217.0;1000000;217000000;Таганский;Серебряническая набережная;Чкаловская;АртХаус
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/283958326/;Москва;sale;flat;1;7;5;201.6;1984126;400000000;Хамовники;Ефремова;Спортивная;Knightsbridge Private Park
ID 6194548;official_representative;https://www.cian.ru/sale/flat/285085356/;Москва;sale;flat;2;2;5;238.0;399117;94990000;Марьина роща;площадь Борьбы;Менделеевская;
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/278927174/;Москва;sale;flat;6;30;5;218.0;410550;89500000;Очаково-Матвеевское;Нежинская;Славянский бульвар;Кутузовская Ривьера
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/281686981/;Москва;sale;flat;2;6;5;171.1;1497662;256250000;Басманный;Потаповский переулок;Чистые пруды;Чистые Пруды
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/266681726/;Москва;sale;flat;7;7;5;300.0;1783784;535135300;Хамовники;Бутиковский переулок;Парк Культуры;Cooper house
PRIME;real_estate_agent;https://www.cian.ru/sale/flat/281236494/;Москва;sale;flat;1;7;5;320.0;650000;208000000;Очаково-Матвеевское;Староволынская;Минская;Ближняя дача
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/258646604/;Москва;sale;flat;18;18;5;308.0;551948;170000000;Якиманка;Шаболовка;Октябрьская;Созвездие Капитал-2
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/265968150/;Москва;sale;flat;27;31;5;212.0;542452;115000000;Очаково-Матвеевское;Нежинская;Славянский бульвар;Кутузовская Ривьера
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/273916912/;Москва;sale;flat;5;14;5;135.0;686666;92700000;Раменки;;Минская;Вест Гарден ЖК
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/276926189/;Москва;sale;flat;4;6;5;240.0;891892;214054120;Покровское-Стрешнево;Береговая;Стрешнево;Покровский берег
VESPER;developer;https://www.cian.ru/sale/flat/283545627/;Москва;sale;flat;21;21;5;363.3;1500000;544950000;Пресненский;2-я Звенигородская;Улица 1905 года;Lucky
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/281251667/;Москва;sale;flat;3;25;5;141.0;485815;68500000;Аэропорт;Ленинградский проспект;Петровский Парк;ВТБ Арена парк
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/285160328/;Москва;sale;flat;17;17;5;274.0;674817;184900000;Даниловский;Серпуховский Вал;Ленинский проспект;Донской Олимп
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/281686966/;Москва;sale;flat;3;6;5;136.8;1886257;258040000;Басманный;Потаповский переулок;Чистые пруды;Чистые Пруды
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/268394866/;Москва;sale;flat;12;12;5;205.9;835502;172030000;Раменки;проспект Генерала Дорохова;Минская;West Garden
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/280376558/;Москва;sale;flat;3;7;5;171.0;614035;105000000;Хамовники;Сеченовский переулок;Кропоткинская;Light House
Кирилл Борисков;realtor;https://www.cian.ru/sale/flat/278123094/;Москва;sale;flat;7;7;5;200.0;490000;98000000;Хамовники;2-й Обыденский переулок;Кропоткинская;
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/279931322/;Москва;sale;flat;4;7;5;234.0;897435;210000000;Хамовники;2-й Обыденский переулок;Кропоткинская;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/279156602/;Москва;sale;flat;49;52;5;161.0;500000;80500000;Раменки;Мичуринский проспект;Раменки;
УПРАВЛЯЮЩАЯ КОМПАНИЯ;real_estate_agent;https://www.cian.ru/sale/flat/269888918/;Москва;sale;flat;5;17;5;186.0;456930;84989000;Раменки;Ломоносовский проспект;Университет;Dominion
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/279329747/;Москва;sale;flat;13;57;5;205.4;432565;88849000;Хорошевский;Чапаевский переулок;Сокол;Триумф-Палас
BELFORT;real_estate_agent;https://www.cian.ru/sale/flat/283046912/;Москва;sale;flat;3;8;5;262.0;2188394;573359250;Пресненский;Богословский переулок;Пушкинская;Сытинский
WELHOME;real_estate_agent;https://www.cian.ru/sale/flat/280296758/;Москва;sale;flat;10;11;5;262.8;722983;190000000;Хамовники;Ружейный переулок;Смоленская;Смоленская Застава
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/281556648/;Москва;sale;flat;24;24;5;205.5;676399;139000000;Можайский;Можайское шоссе;Кунцевская;
Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/sale/flat/281757777/;Москва;sale;flat;4;10;5;206.8;1039651;215000000;Раменки;Минская;Минская;Снегири Эко
VESPER;developer;https://www.cian.ru/sale/flat/269082249/;Москва;sale;flat;21;21;5;322.12;1400000;450968000;Пресненский;2-я Звенигородская;Улица 1905 года;Lucky
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/270281343/;Москва;sale;flat;8;53;5;232.0;366379;85000000;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/278927075/;Москва;sale;flat;4;10;5;199.0;791457;157500000;Тверской;Фадеева;Новослободская;Итальянский Квартал
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/278864105/;Москва;sale;flat;3;25;5;140.7;486851;68500000;Аэропорт;Ленинградский проспект;Петровский Парк;ВТБ Арена парк
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/284406352/;Москва;sale;flat;2;6;5;354.1;477266;169000000;Покровское-Стрешнево;Береговая;Тушинская;Покровский берег
Level Group;developer;https://www.cian.ru/sale/flat/284891091/;Москва;sale;flat;17;20;5;92.9;429364;39887988;Очаково-Матвеевское;;Мичуринский проспект;Левел Мичуринский ЖК
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/283717617/;Москва;sale;flat;5;19;5;186.0;456935;84990000;Раменки;Ломоносовский проспект;Университет;Dominion
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/279157337/;Москва;sale;flat;5;11;5;202.0;1633663;330000000;Хамовники;Погодинская;Фрунзенская;GRAND DELUXE на Плющихе
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/275153271/;Москва;sale;flat;8;8;5;352.2;706984;249000000;Пресненский;2-я Черногрязская;Улица 1905 года;RedSide
Mosaic Realty;real_estate_agent;https://www.cian.ru/sale/flat/282662152/;Москва;sale;flat;2;10;5;141.3;509554;72000000;Арбат;1-й Смоленский переулок;Смоленская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/255261709/;Москва;sale;flat;7;8;5;135.6;700589;95000000;Тверской;Тверская;Тверская;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/272094322/;Москва;sale;flat;8;9;5;229.0;672489;154000000;Якиманка;2-й Казачий переулок;Полянка;
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/282409081/;Москва;sale;flat;7;10;5;352.3;706783;249000000;Пресненский;2-я Черногрязская;Беговая;RedSide
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/274213646/;Москва;sale;flat;1;9;5;200.8;1992031;400000000;Хамовники;Ефремова;Спортивная;Knightsbridge Private Park
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/274703773/;Москва;sale;flat;5;8;5;235.0;553191;130000000;Арбат;Большой Афанасьевский переулок;Арбатская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/279661173/;Москва;sale;flat;5;9;5;202.0;1633663;330000000;Хамовники;Погодинская;Фрунзенская;GRAND DELUXE на Плющихе
Level Group;developer;https://www.cian.ru/sale/flat/284891206/;Москва;sale;flat;39;46;5;124.3;350007;43505991;Очаково-Матвеевское;;Мичуринский проспект;Левел Мичуринский ЖК
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/274937255/;Москва;sale;flat;10;10;5;178.1;673778;120000000;Дорогомилово;Студенческая;Киевская;Студенческая 20
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/283202699/;Москва;sale;flat;8;15;5;201.0;395199;79435000;Ломоносовский;Академика Пилюгина;Новаторская;
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/281046357/;Москва;sale;flat;4;7;5;172.5;695652;120000000;Тверской;2-я Тверская-Ямская;Маяковская;
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/269935877/;Москва;sale;flat;4;7;5;230.0;913043;210000000;Хамовники;2-й Обыденский переулок;Кропоткинская;
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/275836899/;Москва;sale;flat;11;12;5;303.0;1270627;385000000;Хамовники;Трубецкая;Фрунзенская;Садовые кварталы
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/275398564/;Москва;sale;flat;6;26;5;184.0;396739;73000000;Кунцево;Рублевское шоссе;Кунцевская;Vander Park
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/277370299/;Москва;sale;flat;3;9;5;218.0;568807;124000000;Фили-Давыдково;Звенигородская;Пионерская;
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/271572704/;Москва;sale;flat;4;5;5;181.4;661521;120000000;Хамовники;переулок Плотников;Смоленская;
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/273400212/;Москва;sale;flat;5;9;5;206.0;1113318;229343700;Хамовники;7-й Ростовский переулок;Парк Культуры;
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/284495207/;Москва;sale;flat;2;8;5;170.0;576470;98000000;Замоскворечье;Пятницкая;Новокузнецкая;
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/279649440/;Москва;sale;flat;1;7;5;202.0;1980198;400000000;Хамовники;Ефремова;Спортивная;Knightsbridge Private Park
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/275518585/;Москва;sale;flat;3;5;5;202.0;779702;157500000;Покровское-Стрешнево;Береговая;Балтийская;
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/270105333/;Москва;sale;flat;8;9;5;293.0;955631;280000000;Очаково-Матвеевское;Староволынская;Минская;Ближняя дача
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/275282172/;Москва;sale;flat;6;6;5;270.0;1981982;535135300;Хамовники;Бутиковский переулок;Парк Культуры;Cooper house
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/277917731/;Москва;sale;flat;6;6;5;290.0;1924378;558069670;Хамовники;Бутиковский переулок;Парк Культуры;Коппер Хаус
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/269136663/;Москва;sale;flat;11;12;5;303.0;1270627;385000000;Хамовники;Трубецкая;Фрунзенская;Садовые кварталы
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/265207211/;Москва;sale;flat;7;7;5;230.0;1130434;260000000;Хамовники;1-й Зачатьевский переулок;Кропоткинская;
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/269942526/;Москва;sale;flat;2;9;5;207.9;921486;191577000;Таганский;Серебрянический переулок;Китай-город;Титул на Серебрянической
RMRealty;real_estate_agent;https://www.cian.ru/sale/flat/273012828/;Москва;sale;flat;31;35;5;219.0;593607;130000000;Раменки;Мосфильмовская;Ломоносовский проспект;Воробьевы Горы
SKYEST;real_estate_agent;https://www.cian.ru/sale/flat/282191301/;Москва;sale;flat;8;11;5;158.0;556962;88000000;Пресненский;Мантулинская;Выставочная;City Park
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/284289631/;Москва;sale;flat;17;39;5;108.78;680272;74000000;Раменки;Лобачевского;Аминьевская;Крылья
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/277955044/;Москва;sale;flat;3;8;5;262.0;2144626;561892065;Пресненский;Богословский переулок;Пушкинская;Сытинский
